Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Ft;Dpto;Fex_c_2011;Area
3011102;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;162,562613634687;41
3011102;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;162,562613634687;41
3011103;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;125,760583573825;41
3011103;1;2;1;50;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;08;1;41;125,760583573825;41
3011103;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;41;125,760583573825;41
3011104;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;157,923780926331;41
3011104;1;2;1;50;1; ; ;1;6;ESTA DE VIAJE;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;157,923780926331;41
3011105;1;1;1;50;1; ; ;1;6;LECTURA Y VE TV;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;166,97863144814;41
3011105;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;166,97863144814;41
3011106;1;1;1;50;1; ; ;1;6;DISFRUTANDO DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;133,239018406873;41
3011106;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;133,239018406873;41
3011106;1;3;1;50;1; ; ;3;6;DISFRUTANDO DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;133,239018406873;41
3011107;1;1;1;50;1; ; ;1;6;MONTAR BICICLETA;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;145,608134480297;41
3011107;1;2;1;50;1; ; ;2;6;DISFRUTANDO DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;145,608134480297;41
3011107;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;145,608134480297;41
3011108;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;127,212863616338;41
3011109;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;135,934640246042;41
3011109;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;135,934640246042;41
3011109;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;135,934640246042;41
3011110;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;150,533559637951;41
3011110;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;150,533559637951;41
3011110;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;150,533559637951;41
3011111;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;41;126,612781754144;41
3011111;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;126,612781754144;41
3011112;1;1;1;50;1; ; ;1;6;RECUPERANDOSE DE UNA FRACTURA DE MANO;2;1; ; ; ; ; ; ; ; ; ; ;08;1;41;131,636797344314;41
3011112;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;131,636797344314;41
3011112;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;131,636797344314;41
3011113;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;147,131080541668;41
3011113;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;147,131080541668;41
3011114;1;1;1;50;1; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;41;153,507763112877;41
3011114;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;41;153,507763112877;41
3011115;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;159,464180876271;41
3011116;1;1;1;50;1; ; ;2;6;DESCANSANDO;1; ; ; ; ; ; ; ; ; ; ; ;08;1;41;163,243078459752;41
3011116;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;41;163,243078459752;41
3011116;1;3;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;163,243078459752;41
3011117;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;41;264,274532290069;41
3011117;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;41;264,274532290069;41
3011117;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;264,274532290069;41
3011118;1;1;1;50;1; ; ;1;6;INCAPACITADO TEMPORAL PARA TRABAJAR  POR ACCIDENTE LABORAL;2;1; ; ; ; ; ; ; ; ; ; ;08;1;41;301,067119275902;41
3011118;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;41;301,067119275902;41
3011118;1;3;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;41;301,067119275902;41
3011121;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;54;361,754597140832;54
3011121;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;54;361,754597140832;54
3011122;1;1;1;50;1; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;54;447,810168386653;54
3011122;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;54;447,810168386653;54
3011123;1;1;1;50;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;54;255,678130717179;54
3011123;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;08;1;54;255,678130717179;54
3011124;1;1;1;50;1; ; ;1;6;DESCANSANDO EN SU HOGAR POR EDAD( ES PENSIONADO);2;2;2;2;2; ; ; ; ; ; ; ;08;1;54;528,643020796772;54
3011124;1;2;1;50;1; ; ;1;6;SE DEDICA A JUGAR FUTBOL.NO LE INTERESA TRABAJAR NI ESTUDIAR;2;2;2;2;2; ; ; ; ; ; ; ;08;1;54;528,643020796772;54
3011125;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;54;340,962299547234;54
3011126;1;1;1;50;1; ; ;1;6;DILIGENCIAS;2;2;2;2;1;8; ;2; ;1;8;1;08;1;63;89,9468568703422;63
3011126;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;8; ;2; ;2; ; ;08;1;63;89,9468568703422;63
3011126;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;89,9468568703422;63
3011126;1;4;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;63;89,9468568703422;63
3011127;1;1;1;50;1; ; ;1;6;VER TELEVISION;2;2;2;2;1;12; ; ; ; ; ; ;08;1;63;134,418948091827;63
3011128;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;122,465233558856;63
3011128;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;122,465233558856;63
3011129;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;106,938269590625;63
3011129;1;2;1;50;1; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;63;106,938269590625;63
3011130;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;113,366182333023;63
3011130;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;63;113,366182333023;63
3011131;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;122,414279664453;63
3011131;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;122,414279664453;63
3011132;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;98,688956417879;63
3011133;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;106,938269590625;63
3011133;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;08;1;63;106,938269590625;63
3011134;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;130,631857874451;63
3011135;1;1;1;50;1;2; ;1;6;DILIGENCIAS;2;2;2;1; ; ; ; ; ; ; ;1;08;1;63;92,8524740718829;63
3011135;1;2;1;50;1;1; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;63;92,8524740718829;63
3011135;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;63;92,8524740718829;63
3011136;1;1;1;50;1;2; ;1;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;08;1;63;206,98839842737;63
3011136;1;2;1;50;1;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;63;206,98839842737;63
3011136;1;3;1;50;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;63;206,98839842737;63
3011136;1;4;1;50;1; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;63;206,98839842737;63
3011136;1;5;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;63;206,98839842737;63
3011136;1;9;1;50;1;1; ;9;6;JUGAR FUTBOL;2;2;2;1; ; ; ; ; ; ; ;1;08;1;63;206,98839842737;63
3011137;1;1;1;50;1; ; ;2;6;VIAJAR A BOGOTA;2;2;2;2;1;8; ;2; ;1;2;1;08;1;63;132,985538023654;63
3011137;1;2;1;50;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;08;1;63;132,985538023654;63
3011137;1;3;1;50;1;1; ;3;6;DILIGENCIAS;2;2;2;1; ; ; ; ; ; ; ;1;08;1;63;132,985538023654;63
3011137;1;4;1;50;1; ; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;132,985538023654;63
3011138;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;129,412288588394;63
3011138;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;08;1;63;129,412288588394;63
3011138;1;3;1;50;1; ; ;3;6;INCAPACITADO POR ENFERMEDAD;2;1; ; ; ; ; ; ; ; ; ; ;08;1;63;129,412288588394;63
3011139;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;122,984375845997;63
3011139;1;2;1;50;1; ; ;2;6;DILIGENCIAS;2;2;2;2;1;8; ;2; ;2; ; ;08;1;63;122,984375845997;63
3011139;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;08;1;63;122,984375845997;63
3011140;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;146,89677454531;63
3011141;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;114,378397856797;63
3011141;1;2;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;08;1;63;114,378397856797;63
3011141;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;08;1;63;114,378397856797;63
3011142;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;113,366182333023;63
3011142;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;113,366182333023;63
3011143;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;76,8063678165113;63
3011143;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;08;1;63;76,8063678165113;63
