Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Ft;Dpto;Fex_c_2011;Area
3883815;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;12;1;41;149,657515644625;41
3883816;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;182,559149952804;41
3883816;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;182,559149952804;41
3883816;1;3;1;50;1; ; ;3;6;DILIGENCIAS FAMILIARES;2;2;2;2;1;2; ;1;1; ;12;1;12;1;41;182,559149952804;41
3883816;1;4;1;50;1;7;INTERNET;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;12;1;41;182,559149952804;41
3883816;1;6;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;12;1;41;182,559149952804;41
3883817;1;1;1;50;1; ; ;1;6;VIAJANDO;2;2;2;2;1;10; ; ; ; ; ; ;12;1;41;162,61611099925;41
3883817;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;162,61611099925;41
3883817;1;3;1;50;1; ; ;1;3; ;2;2;2;2;1;9; ; ; ; ; ; ;12;1;41;162,61611099925;41
3883818;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;134,52117578992;41
3883818;1;2;1;50;1; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;12;1;41;134,52117578992;41
3883818;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;134,52117578992;41
3883819;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;180,553347626626;41
3883819;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;180,553347626626;41
3883819;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;180,553347626626;41
3883820;1;1;1;50;1; ; ;1;6;DISFRUTANDO DE LA PENSION;2;2;2;2;2; ; ; ; ; ; ; ;12;1;41;106,602637796593;41
3883820;1;2;1;50;1; ; ;2;6;DISFRUTANDO DE LA PENSION;1; ; ; ; ; ; ; ; ; ; ; ;12;1;41;106,602637796593;41
3883820;1;3;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1;41;106,602637796593;41
3883820;1;4;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;12;1;41;106,602637796593;41
3883820;1;5;1;50;1;7;INTERNET;5;6;VIAJANDO;2;2;2;1; ; ; ; ; ; ; ;1;12;1;41;106,602637796593;41
