Directorio;Secuencia_p;Orden;Hogar;Regis;Clase;P6290;P6290s1;P6230;P6240;P6240s1;P6250;P6260;P6270;P6280;P6300;P6310;P6310s1;P6320;P6330;P6340;P6350;P6351;Mes;Ft;Dpto;Fex_c_2011;Area
3682756;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;41;148,294031521591;41
3682756;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;41;148,294031521591;41
3682757;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;18;78,5633242717098;18
3682757;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;18;78,5633242717098;18
3682757;1;3;1;50;1;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;18;78,5633242717098;18
3682757;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;18;78,5633242717098;18
3682758;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;18;93,2059128312749;18
3682758;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;18;93,2059128312749;18
3682758;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;18;93,2059128312749;18
3682759;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;217,08081908342;47
3682759;1;2;1;50;1; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;03;1;47;217,08081908342;47
3682759;1;3;1;50;1; ; ;1;3; ;2;2;1; ; ; ; ; ; ; ; ; ;03;1;47;217,08081908342;47
3682759;1;4;1;50;1; ; ;1;6;HACIENDO VUELTAS  PARA ESTUDIAR;2;2;2;2;2; ; ; ; ; ; ; ;03;1;47;217,08081908342;47
3682760;1;1;1;50;1;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;47;161,294520990796;47
3682760;1;2;1;50;1;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;47;161,294520990796;47
3682760;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;47;161,294520990796;47
3682761;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;108,70142946482;47
3682761;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;108,70142946482;47
3682761;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;108,70142946482;47
3682761;1;4;1;50;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;47;108,70142946482;47
3682761;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;47;108,70142946482;47
3682761;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;108,70142946482;47
3682762;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;190,683306900216;47
3682763;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;47;105,626237906869;47
3682763;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;47;105,626237906869;47
3682763;1;3;1;50;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;47;105,626237906869;47
3682764;1;1;1;50;1; ; ;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;230,297375017946;47
3682764;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;230,297375017946;47
3682765;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;175,416001623088;47
3682765;1;2;1;50;1; ; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ;03;1;47;175,416001623088;47
3682765;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;47;175,416001623088;47
3682765;1;4;1;50;1; ; ;4;4; ;2;2;2;2;1;4; ;2; ;2; ; ;03;1;47;175,416001623088;47
3682766;1;1;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;96,5478018075913;15
3682766;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;96,5478018075913;15
3682767;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;96,5478018075913;15
3682767;1;2;1;50;1;5; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;15;96,5478018075913;15
3682768;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;102,142828346209;15
3682769;1;1;1;50;1; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;95,2213718955108;15
3682769;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;95,2213718955108;15
3682770;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;96,8131801512745;15
3682770;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;96,8131801512745;15
3682771;1;1;1;50;1; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;15;47,7825971261321;15
3682771;1;2;1;50;1; ; ;2;3; ;2;2;1; ; ; ; ; ; ; ; ; ;03;1;15;47,7825971261321;15
3682771;1;5;1;50;1; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;47,7825971261321;15
3682771;1;6;1;50;1; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;47,7825971261321;15
3682771;1;7;1;50;1; ; ;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;47,7825971261321;15
3682772;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;62,1086560969391;15
3682772;1;2;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;62,1086560969391;15
3682772;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;62,1086560969391;15
3682773;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;82,744153043962;15
3682774;1;1;1;50;1; ; ;1;3; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;15;107,713910203982;15
3682774;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;107,713910203982;15
3682775;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;114,131827221314;15
3682775;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;114,131827221314;15
3682775;1;3;1;50;1; ; ;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;15;114,131827221314;15
3682775;1;4;1;50;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;114,131827221314;15
3682776;1;1;1;50;1; ; ;1;6;EXAMENES MEDICOS Y TERAPIAS;2;2;2;2;1;11; ; ; ; ; ; ;03;1;15;99,8509791522125;15
3682776;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;15;99,8509791522125;15
3682777;1;1;1;50;1; ; ;1;6;PENSIONADA;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;92,9295227015146;15
3682777;1;2;1;50;1; ; ;2;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;92,9295227015146;15
3682777;1;3;1;50;1; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;92,9295227015146;15
3682778;1;1;1;50;1; ; ;1;6;PENSIONADO;2;2;2;2;2; ; ; ; ; ; ; ;03;1;15;88,6437378015664;15
3682779;1;1;1;50;1; ; ;2;6;ENFERMO;2;1; ; ; ; ; ; ; ; ; ; ;03;1;17;137,890355953711;17
3682779;1;2;1;50;1; ; ;2;6;CUIDAR ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;137,890355953711;17
3682779;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;03;1;17;137,890355953711;17
3682780;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;295,48003780943;17
3682780;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;295,48003780943;17
3682781;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;137,890355953711;17
3682781;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;137,890355953711;17
3682781;1;3;1;50;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;03;1;17;137,890355953711;17
3682782;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;302,645037561061;17
3682782;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;302,645037561061;17
3682782;1;5;1;50;1; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;302,645037561061;17
3682783;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;158,159819194993;17
3682783;1;2;1;50;1; ; ;2;3; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;17;158,159819194993;17
3682783;1;4;1;50;1;2; ;4;2; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;17;158,159819194993;17
3682783;1;5;1;50;1; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;158,159819194993;17
3682785;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;311,830072914359;17
3682785;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;311,830072914359;17
3682785;1;5;1;50;1; ; ;5;4; ;2;2;2;2;1;7; ;2; ;2; ; ;03;1;17;311,830072914359;17
3682786;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;150,914659013616;17
3682786;1;2;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;150,914659013616;17
3682786;1;3;1;50;1; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;150,914659013616;17
3682787;1;1;1;50;1; ; ;1;6;VER TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;119,023282377008;17
3682787;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;119,023282377008;17
3682788;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;253,630567200338;17
3682788;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;253,630567200338;17
3682788;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;253,630567200338;17
3682789;1;1;1;50;1; ; ;1;6;CITAS MEDICAS;2;2;2;2;1;10; ; ; ; ; ; ;03;1;17;249,810950520473;17
3682790;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;17;221,102510728674;17
3682790;1;2;1;50;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;17;221,102510728674;17
3682791;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;400,731530742911;73
3682791;1;2;1;50;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;400,731530742911;73
3682791;1;3;1;50;1;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;73;400,731530742911;73
3682791;1;4;1;50;1; ; ;4;3; ;2;2;1; ; ; ; ; ; ; ; ; ;03;1;73;400,731530742911;73
3682791;1;6;1;50;1; ; ;6;2; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;73;400,731530742911;73
3682791;1;9;1;50;1; ; ;9;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;400,731530742911;73
3682793;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;239,134864417074;73
3682793;1;2;1;50;1; ; ;1;3; ;2;2;2;2;1;10; ; ; ; ; ; ;03;1;73;239,134864417074;73
3682793;1;3;1;50;1; ; ;1;3; ;1; ; ; ; ; ; ; ; ; ; ; ;03;1;73;239,134864417074;73
3682794;1;1;1;50;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;03;1;73;324,14905501467;73
3682795;1;1;1;50;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;245,408520783963;73
3682795;1;2;1;50;1;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;73;245,408520783963;73
3682795;1;4;1;50;1;1; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;03;1;73;245,408520783963;73
3682796;1;1;1;50;1; ; ;1;6;ENFERMA;2;2;2;2;1;10; ; ; ; ; ; ;03;1;73;288,996637218716;73
3682796;1;2;1;50;1; ; ;2;4; ;2;2;2;2;1;8; ;2; ;2; ; ;03;1;73;288,996637218716;73
3682796;1;3;1;50;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;03;1;73;288,996637218716;73
